target_id	length	eff_length	est_counts	tpm
CCDS26837.1|Mm108|chr14	582	289.718	0	0
CCDS26838.1|Mm108|chr14	606	313.044	0	0
CCDS26839.1|Mm108|chr14	735	440.998	0	0
CCDS26840.1|Mm108|chr14	216	52.626	0	0
CCDS26841.1|Mm108|chr14	1509	1214.93	0	0
CCDS26842.1|Mm108|chr14	1926	1631.93	0	0
CCDS26844.1|Mm108|chr14	780	485.998	0	0
CCDS26845.1|Mm108|chr14	1392	1097.93	0	0
CCDS26846.1|Mm108|chr14	1578	1283.93	0	0
CCDS26847.2|Mm108|chr14	4767	4472.93	0	0
CCDS26849.1|Mm108|chr14	2928	2633.93	0	0
CCDS26850.1|Mm108|chr14	3291	2996.93	0	0
CCDS26851.1|Mm108|chr14	1470	1175.93	0	0
CCDS26852.1|Mm108|chr14	357	120.505	0	0
CCDS26854.1|Mm108|chr14	2652	2357.93	0	0
CCDS26855.1|Mm108|chr14	1557	1262.93	0	0
CCDS26856.1|Mm108|chr14	1488	1193.93	0	0
CCDS26857.1|Mm108|chr14	1590	1295.93	0	0
CCDS26858.1|Mm108|chr14	1302	1007.93	0	0
CCDS26860.1|Mm108|chr14	3201	2906.93	0	0
CCDS26861.1|Mm108|chr14	1257	962.931	0	0
CCDS26862.1|Mm108|chr14	1086	791.931	0	0
CCDS26863.1|Mm108|chr14	648	354.157	0	0
CCDS26864.1|Mm108|chr14	792	497.998	0	0
CCDS26866.1|Mm108|chr14	1437	1142.93	0	0
CCDS26867.1|Mm108|chr14	888	593.998	0	0
CCDS26868.1|Mm108|chr14	789	494.998	0	0
CCDS26873.1|Mm108|chr14	3219	2924.93	0.000128007	1.13909e-06
CCDS26874.1|Mm108|chr14	621	327.592	0	0
CCDS26875.1|Mm108|chr14	1512	1217.93	0	0
CCDS26876.1|Mm108|chr14	390	145.687	0	0
CCDS26877.1|Mm108|chr14	549	264.287	0	0
CCDS26878.1|Mm108|chr14	1053	758.931	0	0
CCDS26880.1|Mm108|chr14	2466	2171.93	0	0
CCDS26881.1|Mm108|chr14	543	262.23	0	0
CCDS26882.1|Mm108|chr14	1827	1532.93	0	0
CCDS26883.1|Mm108|chr14	2124	1829.93	0	0
CCDS26884.1|Mm108|chr14	558	271.426	0	0
CCDS26885.1|Mm108|chr14	2217	1922.93	0	0
CCDS26886.1|Mm108|chr14	1596	1301.93	0	0
CCDS26887.1|Mm108|chr14	3009	2714.93	0	0
CCDS26888.1|Mm108|chr14	1143	848.931	0	0
CCDS26889.1|Mm108|chr14	1071	776.931	0	0
CCDS26891.1|Mm108|chr14	1875	1580.93	0	0
CCDS26892.1|Mm108|chr14	1791	1496.93	0	0
CCDS26894.1|Mm108|chr14	1872	1577.93	0	0
CCDS26895.1|Mm108|chr14	2025	1730.93	0	0
CCDS26896.1|Mm108|chr14	1626	1331.93	0	0
CCDS26897.1|Mm108|chr14	2592	2297.93	0	0
CCDS26899.1|Mm108|chr14	867	572.998	0	0
CCDS26901.1|Mm108|chr14	2829	2534.93	0	0
CCDS26902.1|Mm108|chr14	2379	2084.93	0	0
CCDS26903.2|Mm108|chr14	486	208.324	0	0
CCDS26904.1|Mm108|chr14	1116	821.931	0	0
CCDS26905.1|Mm108|chr14	1617	1322.93	0	0
CCDS26906.1|Mm108|chr14	7716	7421.93	0	0
CCDS26908.1|Mm108|chr14	2343	2048.93	0	0
CCDS26909.1|Mm108|chr14	924	629.998	0	0
CCDS26910.1|Mm108|chr14	2187	1892.93	0	0
CCDS26911.1|Mm108|chr14	2442	2147.93	0	0
CCDS26913.1|Mm108|chr14	849	554.998	0	0
CCDS26914.1|Mm108|chr14	807	512.998	0	0
CCDS26915.1|Mm108|chr14	1746	1451.93	0	0
CCDS26918.1|Mm108|chr14	936	641.998	0	0
CCDS26920.1|Mm108|chr14	1938	1643.93	0	0
CCDS26922.1|Mm108|chr14	663	369.157	0	0
CCDS26923.1|Mm108|chr14	960	665.998	0	0
CCDS26924.1|Mm108|chr14	789	494.998	0	0
CCDS26926.2|Mm108|chr14	2109	1814.93	0	0
CCDS26927.1|Mm108|chr14	1431	1136.93	0	0
CCDS26928.1|Mm108|chr14	1287	992.931	0	0
CCDS26929.1|Mm108|chr14	3705	3410.93	54	0.412062
CCDS26930.2|Mm108|chr14	1014	719.931	0	0
CCDS26931.1|Mm108|chr14	1926	1631.93	0	0
CCDS26932.1|Mm108|chr14	984	689.931	0	0
CCDS26933.1|Mm108|chr14	1128	833.931	0	0
CCDS26934.1|Mm108|chr14	1257	962.931	0	0
CCDS26935.1|Mm108|chr14	1677	1382.93	0	0
CCDS26937.1|Mm108|chr14	372	131.141	0	0
CCDS26938.1|Mm108|chr14	1599	1304.93	0	0
CCDS26940.1|Mm108|chr14	1986	1691.93	0	0
CCDS26941.1|Mm108|chr14	2172	1877.93	0	0
CCDS26942.1|Mm108|chr14	984	689.931	0	0
CCDS26943.1|Mm108|chr14	1566	1271.93	0	0
CCDS26944.1|Mm108|chr14	3030	2735.93	0	0
CCDS26947.1|Mm108|chr14	1458	1163.93	0	0
CCDS26948.1|Mm108|chr14	2502	2207.93	0	0
CCDS26949.1|Mm108|chr14	876	581.998	0	0
CCDS26950.2|Mm108|chr14	1875	1580.93	0	0
CCDS26951.1|Mm108|chr14	1650	1355.93	0	0
CCDS26952.1|Mm108|chr14	2580	2285.93	0	0
CCDS26953.1|Mm108|chr14	1041	746.931	0	0
CCDS26954.1|Mm108|chr14	2142	1847.93	0	0
CCDS26955.1|Mm108|chr14	1296	1001.93	0	0
CCDS26956.1|Mm108|chr14	813	518.998	0	0
CCDS26957.1|Mm108|chr14	657	363.157	0	0
CCDS26958.1|Mm108|chr14	420	173.812	0	0
CCDS26959.1|Mm108|chr14	1191	896.931	0	0
CCDS26960.1|Mm108|chr14	747	452.998	0	0
CCDS26961.1|Mm108|chr14	720	425.998	0	0
CCDS26962.1|Mm108|chr14	1125	830.931	0	0
CCDS26964.1|Mm108|chr14	468	198.505	0	0
CCDS26965.1|Mm108|chr14	471	201.24	0	0
CCDS26968.1|Mm108|chr14	471	201.24	0	0
CCDS26971.1|Mm108|chr14	1074	779.931	0	0
CCDS26972.1|Mm108|chr14	1089	794.931	0	0
CCDS26973.1|Mm108|chr14	2460	2165.93	0	0
CCDS26974.1|Mm108|chr14	1170	875.931	0	0
CCDS26975.1|Mm108|chr14	672	378.157	0	0
CCDS26976.1|Mm108|chr14	555	269.955	0	0
CCDS26977.1|Mm108|chr14	2043	1748.93	0	0
CCDS26978.1|Mm108|chr14	2571	2276.93	0	0
CCDS26980.1|Mm108|chr14	435	180.83	0	0
CCDS26981.1|Mm108|chr14	999	704.931	0	0
CCDS26982.1|Mm108|chr14	2136	1841.93	0	0
CCDS26983.1|Mm108|chr14	1872	1577.93	0	0
CCDS26984.1|Mm108|chr14	726	431.998	0	0
CCDS26985.1|Mm108|chr14	1311	1016.93	0	0
CCDS26986.1|Mm108|chr14	795	500.998	0	0
CCDS26987.1|Mm108|chr14	2427	2132.93	0	0
CCDS26988.1|Mm108|chr14	2241	1946.93	0	0
CCDS26989.1|Mm108|chr14	1479	1184.93	0	0
CCDS26993.2|Mm108|chr14	2112	1817.93	0	0
CCDS26995.1|Mm108|chr14	1473	1178.93	0	0
CCDS26996.1|Mm108|chr14	885	590.998	0	0
CCDS26997.1|Mm108|chr14	1458	1163.93	0	0
CCDS26998.1|Mm108|chr14	927	632.998	0	0
CCDS26999.1|Mm108|chr14	930	635.998	0	0
CCDS27000.1|Mm108|chr14	930	635.998	0	0
CCDS27002.1|Mm108|chr14	966	671.931	0	0
CCDS27003.1|Mm108|chr14	975	680.931	0	0
CCDS27004.1|Mm108|chr14	936	641.998	0	0
CCDS27005.1|Mm108|chr14	972	677.931	0	0
CCDS27006.1|Mm108|chr14	957	662.998	0	0
CCDS27007.1|Mm108|chr14	981	686.931	0	0
CCDS27008.1|Mm108|chr14	927	632.998	0	0
CCDS27009.1|Mm108|chr14	927	632.998	0	0
CCDS27010.1|Mm108|chr14	942	647.998	0	0
CCDS27011.1|Mm108|chr14	1065	770.931	0	0
CCDS27012.2|Mm108|chr14	2796	2501.93	0	0
CCDS27013.1|Mm108|chr14	939	644.998	0	0
CCDS27014.1|Mm108|chr14	936	641.998	0	0
CCDS27015.1|Mm108|chr14	930	635.998	0	0
CCDS27016.1|Mm108|chr14	936	641.998	0	0
CCDS27017.1|Mm108|chr14	936	641.998	0	0
CCDS27018.1|Mm108|chr14	936	641.998	0	0
CCDS27019.1|Mm108|chr14	972	677.931	0	0
CCDS27020.1|Mm108|chr14	987	692.931	0	0
CCDS27021.1|Mm108|chr14	945	650.998	0	0
CCDS27022.1|Mm108|chr14	942	647.998	0	0
CCDS27023.1|Mm108|chr14	924	629.998	0	0
CCDS27025.1|Mm108|chr14	1680	1385.93	0	0
CCDS27026.1|Mm108|chr14	1008	713.931	0	0
CCDS27027.1|Mm108|chr14	954	659.998	0	0
CCDS27028.1|Mm108|chr14	855	560.998	0	0
CCDS27029.1|Mm108|chr14	870	575.998	0	0
CCDS27030.1|Mm108|chr14	738	443.998	0	0
CCDS27031.1|Mm108|chr14	579	287.297	0	0
CCDS27032.1|Mm108|chr14	438	183.022	0	0
CCDS27033.1|Mm108|chr14	996	701.931	0	0
CCDS27034.1|Mm108|chr14	438	183.022	0	0
CCDS27035.1|Mm108|chr14	447	182.858	0	0
CCDS27036.1|Mm108|chr14	450	184.034	0	0
CCDS27037.1|Mm108|chr14	462	193.617	0	0
CCDS27038.1|Mm108|chr14	450	184.034	0	0
CCDS27039.1|Mm108|chr14	468	198.505	0	0
CCDS27040.1|Mm108|chr14	438	183.022	0	0
CCDS27041.1|Mm108|chr14	468	198.505	0	0
CCDS27042.1|Mm108|chr14	561	274.426	0	0
CCDS27045.1|Mm108|chr14	468	198.505	0	0
CCDS27047.1|Mm108|chr14	1116	821.931	0	0
CCDS27048.1|Mm108|chr14	462	193.617	0	0
CCDS27049.1|Mm108|chr14	615	321.98	0	0
CCDS27050.1|Mm108|chr14	936	641.998	0	0
CCDS27051.1|Mm108|chr14	3144	2849.93	0	0
CCDS27052.1|Mm108|chr14	651	357.157	0	0
CCDS27053.1|Mm108|chr14	1743	1448.93	0	0
CCDS27054.1|Mm108|chr14	3015	2720.93	0	0
CCDS27055.1|Mm108|chr14	942	647.998	0	0
CCDS27056.1|Mm108|chr14	942	647.998	0	0
CCDS27057.1|Mm108|chr14	957	662.998	0	0
CCDS27058.1|Mm108|chr14	957	662.998	0	0
CCDS27060.1|Mm108|chr14	927	632.998	0	0
CCDS27061.1|Mm108|chr14	933	638.998	0	0
CCDS27062.1|Mm108|chr14	942	647.998	0	0
CCDS27084.1|Mm108|chr14	342	106.779	0	0
CCDS27085.1|Mm108|chr14	942	647.998	0	0
CCDS27086.1|Mm108|chr14	1302	1007.93	0	0
CCDS27087.1|Mm108|chr14	1533	1238.93	0	0
CCDS27088.1|Mm108|chr14	366	128.166	0	0
CCDS27089.1|Mm108|chr14	2142	1847.93	0	0
CCDS27090.2|Mm108|chr14	1026	731.931	0	0
CCDS27091.1|Mm108|chr14	1914	1619.93	0	0
CCDS27092.1|Mm108|chr14	1092	797.931	0	0
CCDS27093.1|Mm108|chr14	1644	1349.93	0	0
CCDS27094.1|Mm108|chr14	1626	1331.93	0	0
CCDS27095.1|Mm108|chr14	795	500.998	0	0
CCDS27097.1|Mm108|chr14	4017	3722.93	0	0
CCDS27098.2|Mm108|chr14	1905	1610.93	0	0
CCDS27099.1|Mm108|chr14	429	177.854	0	0
CCDS27100.1|Mm108|chr14	846	551.998	0	0
CCDS27101.1|Mm108|chr14	1596	1301.93	0	0
CCDS27102.1|Mm108|chr14	1557	1262.93	0	0
CCDS27103.1|Mm108|chr14	582	289.718	0	0
CCDS27104.1|Mm108|chr14	909	614.998	0	0
CCDS27105.1|Mm108|chr14	471	201.24	0	0
CCDS27106.1|Mm108|chr14	5808	5513.93	0	0
CCDS27107.1|Mm108|chr14	7689	7394.93	0	0
CCDS27108.1|Mm108|chr14	675	381.157	0	0
CCDS27109.1|Mm108|chr14	1887	1592.93	0	0
CCDS27110.1|Mm108|chr14	849	554.998	0	0
CCDS27111.1|Mm108|chr14	840	545.998	0	0
CCDS27112.1|Mm108|chr14	1674	1379.93	0	0
CCDS27113.1|Mm108|chr14	714	419.998	0	0
CCDS27114.2|Mm108|chr14	1923	1628.93	0	0
CCDS27115.1|Mm108|chr14	1650	1355.93	0	0
CCDS27116.1|Mm108|chr14	879	584.998	0	0
CCDS27117.1|Mm108|chr14	621	327.592	3	0.238358
CCDS27118.1|Mm108|chr14	3201	2906.93	0	0
CCDS27119.1|Mm108|chr14	1200	905.931	0	0
CCDS27120.1|Mm108|chr14	1776	1481.93	0	0
CCDS27121.1|Mm108|chr14	3249	2954.93	0	0
CCDS27122.1|Mm108|chr14	1821	1526.93	0	0
CCDS27123.1|Mm108|chr14	495	217.188	0	0
CCDS27124.1|Mm108|chr14	1047	752.931	0	0
CCDS27125.1|Mm108|chr14	1245	950.931	0	0
CCDS27126.1|Mm108|chr14	1911	1616.93	0	0
CCDS27127.1|Mm108|chr14	660	366.157	0	0
CCDS27128.1|Mm108|chr14	1083	788.931	0	0
CCDS27129.1|Mm108|chr14	1056	761.931	0	0
CCDS27130.1|Mm108|chr14	3234	2939.93	0	0
CCDS27131.1|Mm108|chr14	1461	1166.93	0	0
CCDS27132.1|Mm108|chr14	2706	2411.93	0	0
CCDS27133.1|Mm108|chr14	594	301.57	0	0
CCDS27134.1|Mm108|chr14	2016	1721.93	0	0
CCDS27135.2|Mm108|chr14	744	449.998	0	0
CCDS27136.1|Mm108|chr14	741	446.998	0	0
CCDS27137.1|Mm108|chr14	741	446.998	0	0
CCDS27138.1|Mm108|chr14	741	446.998	0	0
CCDS27139.1|Mm108|chr14	735	440.998	0	0
CCDS27140.1|Mm108|chr14	741	446.998	0	0
CCDS27141.1|Mm108|chr14	744	449.998	0	0
CCDS27142.1|Mm108|chr14	786	491.998	0	0
CCDS27143.1|Mm108|chr14	747	452.998	0	0
CCDS27144.1|Mm108|chr14	747	452.998	0	0
CCDS27145.1|Mm108|chr14	747	452.998	0	0
CCDS27146.1|Mm108|chr14	747	452.998	0	0
CCDS27147.1|Mm108|chr14	744	449.998	0	0
CCDS27148.1|Mm108|chr14	3108	2813.93	0	0
CCDS27149.1|Mm108|chr14	4923	4628.93	0	0
CCDS27150.1|Mm108|chr14	4035	3740.93	0	0
CCDS27151.1|Mm108|chr14	1572	1277.93	0	0
CCDS27152.1|Mm108|chr14	1254	959.931	0	0
CCDS27153.1|Mm108|chr14	681	387.157	0	0
CCDS27154.1|Mm108|chr14	786	491.998	0	0
CCDS27155.1|Mm108|chr14	960	665.998	0	0
CCDS27157.2|Mm108|chr14	645	351.157	0	0
CCDS27158.1|Mm108|chr14	3129	2834.93	0	0
CCDS27159.2|Mm108|chr14	519	239.407	0	0
CCDS27160.1|Mm108|chr14	1236	941.931	0	0
CCDS27161.1|Mm108|chr14	309	92.77	0	0
CCDS27162.1|Mm108|chr14	1107	812.931	0	0
CCDS27163.1|Mm108|chr14	1299	1004.93	0	0
CCDS27164.1|Mm108|chr14	627	333.592	0	0
CCDS27166.1|Mm108|chr14	657	363.157	0	0
CCDS27167.1|Mm108|chr14	402	156.922	0	0
CCDS27168.1|Mm108|chr14	1596	1301.93	0	0
CCDS27169.1|Mm108|chr14	882	587.998	0	0
CCDS27170.3|Mm108|chr14	963	668.998	0	0
CCDS27171.1|Mm108|chr14	1014	719.931	0	0
CCDS27173.1|Mm108|chr14	888	593.998	0	0
CCDS27174.1|Mm108|chr14	3447	3152.93	0	0
CCDS27175.1|Mm108|chr14	1764	1469.93	0	0
CCDS27176.1|Mm108|chr14	1854	1559.93	0	0
CCDS27177.2|Mm108|chr14	2019	1724.93	0	0
CCDS27178.1|Mm108|chr14	1002	707.931	0	0
CCDS27180.1|Mm108|chr14	2307	2012.93	0	0
CCDS27181.1|Mm108|chr14	876	581.998	0	0
CCDS27182.1|Mm108|chr14	531	250.715	0	0
CCDS27183.1|Mm108|chr14	621	327.592	0	0
CCDS27185.1|Mm108|chr14	591	298.57	0	0
CCDS27186.1|Mm108|chr14	1224	929.931	0	0
CCDS27187.1|Mm108|chr14	795	500.998	0	0
CCDS27188.1|Mm108|chr14	630	336.157	0	0
CCDS27189.1|Mm108|chr14	927	632.998	0	0
CCDS27190.1|Mm108|chr14	2475	2180.93	0	0
CCDS27191.1|Mm108|chr14	2652	2357.93	0	0
CCDS27192.1|Mm108|chr14	1203	908.931	0	0
CCDS27197.1|Mm108|chr14	1020	725.931	477	17.1027
CCDS27198.1|Mm108|chr14	1251	956.931	0	0
CCDS27200.1|Mm108|chr14	1500	1205.93	0	0
CCDS27201.1|Mm108|chr14	648	354.157	0	0
CCDS27202.1|Mm108|chr14	1122	827.931	0	0
CCDS27203.1|Mm108|chr14	1638	1343.93	0	0
CCDS27204.2|Mm108|chr14	1917	1622.93	0	0
CCDS27205.1|Mm108|chr14	999	704.931	0	0
CCDS27206.1|Mm108|chr14	1143	848.931	0	0
CCDS27209.1|Mm108|chr14	702	407.998	0	0
CCDS27211.1|Mm108|chr14	2760	2465.93	0	0
CCDS27212.1|Mm108|chr14	2001	1706.93	0	0
CCDS27213.1|Mm108|chr14	564	277.341	0	0
CCDS27214.1|Mm108|chr14	1476	1181.93	0	0
CCDS27215.1|Mm108|chr14	993	698.931	0	0
CCDS27216.1|Mm108|chr14	1779	1484.93	0	0
CCDS27217.1|Mm108|chr14	627	333.592	0	0
CCDS27218.1|Mm108|chr14	1665	1370.93	0	0
CCDS27219.1|Mm108|chr14	1539	1244.93	0	0
CCDS27220.1|Mm108|chr14	2904	2609.93	0	0
CCDS27221.2|Mm108|chr14	1551	1256.93	0	0
CCDS27222.1|Mm108|chr14	570	281.779	0	0
CCDS27223.1|Mm108|chr14	1401	1106.93	0	0
CCDS27224.1|Mm108|chr14	1719	1424.93	0	0
CCDS27226.1|Mm108|chr14	1098	803.931	0	0
CCDS27227.1|Mm108|chr14	657	363.157	0	0
CCDS27228.1|Mm108|chr14	1728	1433.93	0	0
CCDS27230.2|Mm108|chr14	1020	725.931	0	0
CCDS27231.1|Mm108|chr14	273	64.2267	0	0
CCDS27232.1|Mm108|chr14	1632	1337.93	1233	23.9867
CCDS27233.1|Mm108|chr14	2547	2252.93	2.43922e+06	28180.2
CCDS27234.1|Mm108|chr14	2370	2075.93	0	0
CCDS27236.1|Mm108|chr14	744	449.998	0	0
CCDS27237.1|Mm108|chr14	714	419.998	0	0
CCDS27238.1|Mm108|chr14	1017	722.931	0	0
CCDS27239.1|Mm108|chr14	1857	1562.93	0	0
CCDS27240.1|Mm108|chr14	1842	1547.93	0	0
CCDS27241.1|Mm108|chr14	2331	2036.93	0	0
CCDS27242.1|Mm108|chr14	1356	1061.93	0	0
CCDS27243.1|Mm108|chr14	1146	851.931	0	0
CCDS27244.1|Mm108|chr14	2187	1892.93	0	0
CCDS27245.1|Mm108|chr14	729	434.998	0	0
CCDS27246.1|Mm108|chr14	1164	869.931	0	0
CCDS27247.1|Mm108|chr14	762	467.998	0	0
CCDS27248.1|Mm108|chr14	1050	755.931	0	0
CCDS27249.1|Mm108|chr14	2202	1907.93	0	0
CCDS27252.1|Mm108|chr14	2916	2621.93	0	0
CCDS27253.1|Mm108|chr14	1197	902.931	0	0
CCDS27254.1|Mm108|chr14	582	289.718	0	0
CCDS27255.1|Mm108|chr14	1647	1352.93	0	0
CCDS27256.1|Mm108|chr14	774	479.998	0	0
CCDS27257.1|Mm108|chr14	3549	3254.93	0	0
CCDS27258.1|Mm108|chr14	972	677.931	0	0
CCDS27259.1|Mm108|chr14	1152	857.931	0	0
CCDS27260.1|Mm108|chr14	651	357.157	0	0
CCDS27261.1|Mm108|chr14	624	330.592	0	0
CCDS27262.1|Mm108|chr14	1239	944.931	0	0
CCDS27263.1|Mm108|chr14	1395	1100.93	0	0
CCDS27264.1|Mm108|chr14	3597	3302.93	0	0
CCDS27265.1|Mm108|chr14	930	635.998	0	0
CCDS27266.1|Mm108|chr14	1656	1361.93	0	0
CCDS27267.1|Mm108|chr14	2766	2471.93	0	0
CCDS27268.1|Mm108|chr14	1035	740.931	0	0
CCDS27269.1|Mm108|chr14	801	506.998	0	0
CCDS27270.1|Mm108|chr14	513	233.482	0	0
CCDS27271.1|Mm108|chr14	1392	1097.93	0	0
CCDS27275.1|Mm108|chr14	1416	1121.93	0	0
CCDS27276.1|Mm108|chr14	1884	1589.93	0	0
CCDS27277.1|Mm108|chr14	1269	974.931	0	0
CCDS27278.1|Mm108|chr14	5190	4895.93	43880	233.277
CCDS27279.1|Mm108|chr14	1233	938.931	0	0
CCDS27281.1|Mm108|chr14	876	581.998	0	0
CCDS27282.1|Mm108|chr14	780	485.998	0	0
CCDS27283.1|Mm108|chr14	1041	746.931	0	0
CCDS27284.1|Mm108|chr14	1455	1160.93	0	0
CCDS27285.2|Mm108|chr14	3234	2939.93	0	0
CCDS27286.1|Mm108|chr14	432	178.672	0	0
CCDS27287.1|Mm108|chr14	1293	998.931	0	0
CCDS27288.1|Mm108|chr14	873	578.998	0	0
CCDS27290.1|Mm108|chr14	1932	1637.93	0	0
CCDS27292.1|Mm108|chr14	450	184.034	0	0
CCDS27293.1|Mm108|chr14	417	171.072	0	0
CCDS27294.1|Mm108|chr14	951	656.998	0	0
CCDS27296.1|Mm108|chr14	2595	2300.93	0	0
CCDS27297.1|Mm108|chr14	1341	1046.93	0	0
CCDS27298.1|Mm108|chr14	2073	1778.93	0	0
CCDS27299.2|Mm108|chr14	1461	1166.93	0	0
CCDS27300.1|Mm108|chr14	1131	836.931	0	0
CCDS27301.1|Mm108|chr14	1839	1544.93	0	0
CCDS27302.1|Mm108|chr14	1005	710.931	0	0
CCDS27303.1|Mm108|chr14	3213	2918.93	0	0
CCDS27304.1|Mm108|chr14	3474	3179.93	0	0
CCDS27305.2|Mm108|chr14	2232	1937.93	0	0
CCDS27306.1|Mm108|chr14	2859	2564.93	0	0
CCDS27307.1|Mm108|chr14	825	530.998	0	0
CCDS27308.1|Mm108|chr14	2256	1961.93	0	0
CCDS27309.1|Mm108|chr14	1578	1283.93	0	0
CCDS27311.1|Mm108|chr14	1341	1046.93	0	0
CCDS27313.1|Mm108|chr14	693	398.998	0	0
CCDS27314.1|Mm108|chr14	1026	731.931	0	0
CCDS27315.1|Mm108|chr14	1287	992.931	0	0
CCDS27316.1|Mm108|chr14	1740	1445.93	0	0
CCDS27317.1|Mm108|chr14	1329	1034.93	0	0
CCDS27319.1|Mm108|chr14	1266	971.931	0	0
CCDS27320.1|Mm108|chr14	2169	1874.93	0	0
CCDS27321.1|Mm108|chr14	948	653.998	0	0
CCDS27323.1|Mm108|chr14	702	407.998	0	0
CCDS27325.1|Mm108|chr14	2091	1796.93	0	0
CCDS27326.1|Mm108|chr14	2523	2228.93	0	0
CCDS27328.1|Mm108|chr14	2874	2579.93	0	0
CCDS27329.1|Mm108|chr14	1719	1424.93	0	0
CCDS27330.1|Mm108|chr14	1668	1373.93	0	0
CCDS27331.1|Mm108|chr14	1554	1259.93	0	0
CCDS27332.1|Mm108|chr14	1068	773.931	0	0
CCDS27333.1|Mm108|chr14	1326	1031.93	0	0
CCDS27334.1|Mm108|chr14	831	536.998	0	0
CCDS27335.1|Mm108|chr14	3978	3683.93	0	0
CCDS27339.1|Mm108|chr14	1413	1118.93	0	0
CCDS27340.1|Mm108|chr14	1014	719.931	0	0
CCDS27341.1|Mm108|chr14	552	267.232	0	0
CCDS27342.1|Mm108|chr14	996	701.931	0	0
CCDS27343.1|Mm108|chr14	1074	779.931	0	0
CCDS27345.1|Mm108|chr14	1989	1694.93	0	0
CCDS27346.1|Mm108|chr14	1017	722.931	0	0
CCDS27348.1|Mm108|chr14	1869	1574.93	0	0
CCDS27349.1|Mm108|chr14	1590	1295.93	0	0
CCDS27350.1|Mm108|chr14	2175	1880.93	0	0
CCDS27351.1|Mm108|chr14	450	184.034	0	0
CCDS27352.1|Mm108|chr14	2226	1931.93	0	0
CCDS27354.1|Mm108|chr14	1485	1190.93	0	0
CCDS27355.1|Mm108|chr14	759	464.998	0	0
CCDS27356.1|Mm108|chr14	744	449.998	0	0
CCDS27357.1|Mm108|chr15	1143	848.931	0	0
CCDS27358.1|Mm108|chr15	1953	1658.93	0	0
CCDS27359.1|Mm108|chr15	1158	863.931	0	0
CCDS27360.1|Mm108|chr15	885	590.998	0	0
CCDS27361.1|Mm108|chr15	1563	1268.93	0	0
CCDS27362.2|Mm108|chr15	966	671.931	0	0
CCDS27364.1|Mm108|chr15	789	494.998	0	0
CCDS27365.1|Mm108|chr15	1542	1247.93	0	0
CCDS27368.1|Mm108|chr15	2916	2621.93	0	0
CCDS27369.1|Mm108|chr15	3279	2984.93	0	0
CCDS27370.1|Mm108|chr15	3030	2735.93	0	0
CCDS27371.1|Mm108|chr15	723	428.998	0	0
CCDS27373.1|Mm108|chr15	1632	1337.93	0	0
CCDS27374.1|Mm108|chr15	1572	1277.93	0	0
CCDS27375.1|Mm108|chr15	1572	1277.93	0	0
CCDS27376.1|Mm108|chr15	1380	1085.93	0	0
CCDS27377.1|Mm108|chr15	1827	1532.93	0	0
CCDS27378.1|Mm108|chr15	1626	1331.93	0	0
CCDS27379.1|Mm108|chr15	843	548.998	0	0
CCDS27380.1|Mm108|chr15	741	446.998	0	0
CCDS27381.1|Mm108|chr15	1146	851.931	0	0
CCDS27382.1|Mm108|chr15	1593	1298.93	0	0
CCDS27383.1|Mm108|chr15	1419	1124.93	0	0
CCDS27384.1|Mm108|chr15	4803	4508.93	0	0
CCDS27385.1|Mm108|chr15	2169	1874.93	0	0
CCDS27386.1|Mm108|chr15	1611	1316.93	0	0
CCDS27387.1|Mm108|chr15	384	140.124	0	0
CCDS27388.1|Mm108|chr15	2244	1949.93	0	0
CCDS27389.1|Mm108|chr15	897	602.998	0	0
CCDS27392.1|Mm108|chr15	1329	1034.93	0	0
CCDS27393.1|Mm108|chr15	2373	2078.93	0	0
CCDS27395.1|Mm108|chr15	1320	1025.93	0	0
CCDS27396.1|Mm108|chr15	2385	2090.93	0	0
CCDS27398.1|Mm108|chr15	681	387.157	0	0
CCDS27400.1|Mm108|chr15	1431	1136.93	0	0
CCDS27401.2|Mm108|chr15	1203	908.931	0	0
CCDS27402.1|Mm108|chr15	1479	1184.93	0	0
CCDS27403.1|Mm108|chr15	912	617.998	0	0
CCDS27404.1|Mm108|chr15	13866	13571.9	0	0
CCDS27405.1|Mm108|chr15	3741	3446.93	0	0
CCDS27406.1|Mm108|chr15	309	92.77	0	0
CCDS27408.1|Mm108|chr15	1434	1139.93	0	0
CCDS27409.1|Mm108|chr15	387	142.98	0	0
CCDS27410.1|Mm108|chr15	738	443.998	0	0
CCDS27411.1|Mm108|chr15	1626	1331.93	0	0
CCDS27412.1|Mm108|chr15	744	449.998	19	1.09897
CCDS27413.1|Mm108|chr15	609	316.044	0	0
CCDS27414.1|Mm108|chr15	1413	1118.93	0	0
CCDS27415.1|Mm108|chr15	1740	1445.93	0	0
CCDS27416.1|Mm108|chr15	684	390.157	0	0
CCDS27417.1|Mm108|chr15	1089	794.931	0	0
CCDS27418.1|Mm108|chr15	408	162.557	0	0
CCDS27419.1|Mm108|chr15	3048	2753.93	0	0
CCDS27420.1|Mm108|chr15	3138	2843.93	0	0
CCDS27421.1|Mm108|chr15	1434	1139.93	0	0
CCDS27422.1|Mm108|chr15	831	536.998	0	0
CCDS27424.1|Mm108|chr15	231	58.0011	0	0
CCDS27426.1|Mm108|chr15	300	87.4624	0	0
CCDS27427.1|Mm108|chr15	2523	2228.93	0	0
CCDS27429.1|Mm108|chr15	687	393.157	0	0
