	"output/RSEM/NGS128_S21.genes.results"	"output/RSEM/NGS130_S23.genes.results"
"107581"	0.00	0.00
"107585"	0.00	0.00
"107586"	0.00	0.00
"107587"	0.00	0.00
"107589"	0.00	0.00
"107605"	0.00	0.00
"107607"	0.00	0.00
"107626"	0.00	0.00
"107650"	0.00	0.00
"107652"	0.00	0.00
"107656"	0.00	0.00
"107684"	0.00	0.00
"107686"	0.00	0.00
"107701"	0.00	0.00
"107702"	0.00	0.00
"107723"	0.00	0.00
"107732"	0.00	0.00
"107733"	0.00	0.00
"107734"	0.00	0.00
"107746"	0.00	0.00
"107747"	0.00	0.00
"107751"	0.00	0.00
"107753"	0.00	0.00
"107765"	0.00	0.00
"107766"	0.00	0.00
"107767"	0.00	0.00
"107769"	0.00	0.00
"107770"	0.00	0.00
"107771"	0.00	0.00
"107815"	0.00	0.00
"107817"	0.00	0.00
"107823"	0.00	0.00
"107829"	0.00	0.00
"107831"	0.00	0.00
"107849"	0.00	0.00
"107868"	0.00	0.00
"107869"	0.00	0.00
"107885"	0.00	0.00
"107889"	0.00	0.00
"107895"	0.00	0.00
"107932"	0.00	0.00
"107934"	0.00	0.00
"107939"	0.00	0.00
"107951"	0.00	0.00
"107970"	0.00	0.00
"107971"	0.00	0.00
"107975"	0.00	0.00
"107976"	0.00	0.00
"107986"	0.00	0.00
"107993"	0.00	0.00
"107995"	0.00	0.00
"107999"	0.00	0.00
"108000"	0.00	0.00
"108011"	0.00	0.00
"108012"	0.00	0.00
"108013"	0.00	0.00
"108014"	0.00	0.00
"108015"	0.00	0.00
"108017"	0.00	0.00
"108030"	0.00	0.00
"108037"	0.00	0.00
"108043"	0.00	0.00
"108052"	0.00	0.00
"108058"	0.00	0.00
"108062"	0.00	0.00
"108067"	0.00	0.00
"108068"	0.00	0.00
"108069"	0.00	0.00
"108071"	0.00	0.00
"108072"	0.00	0.00
"108073"	0.00	0.00
"108075"	0.00	0.00
"108077"	0.00	0.00
"108078"	0.00	0.00
"108079"	0.00	0.00
"108083"	0.00	0.00
"108086"	0.00	0.00
"108089"	0.00	0.00
"108096"	0.00	0.00
"108097"	0.00	0.00
"108098"	0.00	0.00
"108099"	0.00	0.00
"108100"	0.00	0.00
"108101"	0.00	0.00
"108105"	0.00	0.00
"108112"	0.00	0.00
"108114"	0.00	0.00
"108115"	0.00	0.00
"108116"	0.00	0.00
"108121"	0.00	0.00
"108123"	0.00	0.00
"108124"	0.00	0.00
"108138"	0.00	0.00
"108143"	0.00	0.00
"108147"	0.00	0.00
"108148"	0.00	0.00
"108150"	0.00	0.00
"108151"	0.00	0.00
"108153"	0.00	0.00
"108154"	0.00	0.00
"108155"	0.00	0.00
"108156"	0.00	0.00
"108159"	0.00	0.00
"108160"	0.00	0.00
"108161"	0.00	0.00
"108167466"	0.00	0.00
"108167789"	0.00	0.00
"108167848"	0.00	0.00
"108168148"	0.00	0.00
"108168152"	0.00	0.00
"108168208"	0.00	0.00
"108168395"	0.00	0.00
"108645"	0.00	0.00
"108652"	0.00	0.00
"108653"	0.00	0.00
"108654"	0.00	0.00
"108655"	0.00	0.00
"108657"	0.00	0.00
"108660"	0.00	0.00
"108664"	0.00	0.00
"108670"	0.00	0.00
"108671"	0.00	0.00
"108672"	0.00	0.00
"108673"	0.00	0.00
"108679"	0.00	0.00
"108682"	0.00	0.00
"108686"	0.00	0.00
"108687"	0.00	0.00
"108689"	0.00	0.00
"108699"	0.00	0.00
"108705"	0.00	0.00
"108707"	0.00	0.00
"108723"	0.00	0.00
"108735"	0.00	0.00
"108737"	0.00	0.00
"108755"	0.00	0.00
"108760"	0.00	0.00
"108767"	0.00	0.00
"108797"	0.00	0.00
"108800"	0.00	0.00
"108802"	0.00	0.00
"108803"	0.00	0.00
"108811"	0.00	0.00
"108812"	0.00	0.00
"108829"	0.00	0.00
"108832"	0.00	0.00
"108837"	0.00	0.00
"108841"	0.00	0.00
"108853"	0.00	0.00
"108857"	0.00	0.00
"108888"	0.00	0.00
"108897"	0.00	0.00
"108899"	0.00	0.00
"108900"	0.00	0.00
"108902"	0.00	0.00
"108903"	0.00	0.00
"108907"	0.00	0.00
"108909"	0.00	0.00
"108911"	0.00	0.00
"108912"	0.00	0.00
"108927"	0.00	0.00
"108934"	0.00	0.00
"108937"	0.00	0.00
"108943"	0.00	0.00
"108946"	0.00	0.00
"108954"	0.00	0.00
"108956"	0.00	0.00
"108958"	0.00	0.00
"108960"	0.00	0.00
"108961"	0.00	0.00
"108978"	0.00	0.00
"108989"	0.00	0.00
"108995"	0.00	0.00
"109006"	0.00	0.00
"109019"	0.00	0.00
"109032"	0.00	0.00
"109042"	0.00	0.00
"109050"	0.00	0.00
"109052"	0.00	0.00
"109054"	0.00	0.00
"109065"	0.00	0.00
"109075"	0.00	0.00
"109077"	0.00	0.00
"109079"	0.00	0.00
"109082"	0.00	0.00
"109093"	0.00	0.00
"109095"	0.00	0.00
"109108"	0.00	0.00
"109113"	0.00	0.00
"109115"	0.00	0.00
"109129"	0.00	0.00
"109135"	0.00	0.00
"109136"	0.00	0.00
"109145"	0.00	0.00
"109151"	0.00	0.00
"109154"	0.00	0.00
"109161"	0.00	0.00
"109168"	0.00	0.00
"109169"	0.00	0.00
"109181"	0.00	0.00
"109205"	0.00	0.00
"109212"	0.00	0.00
"109218"	0.00	0.00
"109222"	0.00	0.00
"109225"	0.00	0.00
"109229"	0.00	0.00
"109232"	0.00	0.00
"109241"	0.00	0.00
"109242"	0.00	0.00
"109245"	0.00	0.00
"109246"	0.00	0.00
"109254"	0.00	0.00
"109263"	0.00	0.00
"109264"	0.00	0.00
"109267"	0.00	0.00
"109270"	0.00	0.00
"109272"	0.00	0.00
"109275"	0.00	0.00
"109284"	0.00	0.00
"109294"	0.00	0.00
"109299"	0.00	0.00
"109305"	0.00	0.00
"109314"	0.00	0.00
"109323"	0.00	0.00
"109331"	0.00	0.00
"109332"	0.00	0.00
"109333"	0.00	0.00
"109342"	0.00	0.00
"109346"	0.00	0.00
"109349"	0.00	0.00
"109359"	0.00	0.00
"109552"	0.00	0.00
"109575"	0.00	0.00
"109593"	0.00	0.00
"109594"	0.00	0.00
"109620"	4.00	50.00
"109624"	19679.00	38853.00
"109637"	0.00	0.00
"109648"	0.00	0.00
"109652"	0.00	0.00
"109658"	0.00	0.00
"109660"	0.00	0.00
"109663"	0.00	0.00
"109672"	0.00	0.00
"109674"	0.00	0.00
"109676"	0.00	0.00
"109685"	0.00	0.00
"109689"	0.00	0.00
"109697"	0.00	0.00
"109700"	0.00	0.00
"109711"	0.00	0.00
"109729085"	0.00	0.00
"109731"	0.00	0.00
"109754"	0.00	0.00
"109778"	0.00	0.00
"109785"	0.00	0.00
"109791"	0.00	0.00
"109801"	0.00	0.00
"109815"	0.00	0.00
"109820"	0.00	0.00
"109821"	0.00	0.00
"109828"	0.00	0.00
"109857"	0.00	0.00
"109880"	0.00	0.00
"109889"	0.00	0.00
"109900"	0.00	0.00
"109901"	0.00	0.00
"109904"	0.00	0.00
"109905"	0.00	0.00
"109910"	0.00	0.00
"109929"	0.00	0.00
"109934"	0.00	0.00
"109959"	0.00	0.00
"109978"	0.00	0.00
"109979"	0.00	0.00
"110006"	0.00	0.00
"110033"	0.00	0.00
"110052"	0.00	0.00
"110058"	0.00	0.00
"110074"	0.00	0.00
"110075"	0.00	0.00
"110078"	0.00	0.00
"110082"	0.00	0.00
"110084"	0.00	0.00
"110094"	0.00	0.00
"110095"	0.00	0.00
"110109"	0.00	0.00
"110115"	0.00	0.00
"110119"	0.00	0.00
"110135"	0.00	0.00
"110147"	3.00	0.00
"110157"	0.00	0.00
"110168"	0.00	0.00
"110172"	0.00	0.00
"110173"	0.00	0.00
"110175"	0.00	0.00
"110187"	0.00	0.00
"110196"	0.00	0.00
"110197"	0.00	0.00
"110198"	0.00	0.00
"110208"	0.00	0.00
"110213"	0.00	0.00
"110253"	0.00	0.00
"110257"	0.00	0.00
"110265"	0.00	0.00
"110279"	0.00	0.00
"110308"	0.00	7.00
"110310"	0.00	0.00
"110312"	0.00	0.00
"110323"	0.00	0.00
"110326"	0.00	0.00
"110332"	0.00	0.00
"110350"	0.00	0.00
"110351"	0.00	0.00
"110355"	0.00	0.00
"110379"	0.00	0.00
"110380"	0.00	0.00
"110382"	0.00	0.00
"110385"	0.00	0.00
"110391"	0.00	0.00
"110417"	0.00	0.00
"110446"	0.00	0.00
"110454"	0.00	0.00
"110460"	0.00	0.00
"110511"	0.00	0.00
"110521"	0.00	0.00
"110524"	0.00	0.00
"110532"	0.00	0.00
"110542"	0.00	0.00
"110557"	0.00	0.00
"110593"	0.00	0.00
"110595"	0.00	0.00
"110596"	0.00	0.00
"110599566"	0.00	0.00
"110599584"	0.00	0.00
"110599589"	0.00	0.00
"110606"	0.00	0.00
"110611"	0.00	0.00
"110616"	0.00	0.00
"110637"	0.00	0.00
"110639"	0.00	0.00
"110648"	0.00	0.00
"110651"	0.00	0.00
"110695"	0.00	0.00
"110696"	0.00	0.00
"110749"	0.00	0.00
"110750"	0.00	0.00
"110751"	0.00	0.00
"110784"	0.00	0.00
"110789"	0.00	0.00
"110794"	0.00	0.00
"110796"	0.00	0.00
"110805"	0.00	0.00
"110809"	0.00	0.00
"110816"	0.00	0.00
"110821"	0.00	0.00
"110826"	0.00	0.00
"110829"	0.00	0.00
"110834"	0.00	0.00
"110835"	0.00	0.00
"110842"	0.00	0.00
"110854"	0.00	0.00
"110855"	0.00	0.00
"110862"	0.00	0.00
"110876"	0.00	0.00
"110877"	0.00	0.00
"110880"	0.00	0.00
"110886"	0.00	0.00
"110891"	0.00	0.00
"110893"	0.00	0.00
"110895"	0.00	0.00
"110902"	0.00	0.00
"110911"	0.00	0.00
"110920"	0.00	0.00
"110935"	0.00	0.00
"110948"	0.00	0.00
"110954"	0.00	0.00
"110957"	0.00	0.00
"110958"	0.00	0.00
"110959"	0.00	0.00
"110960"	0.00	0.00
"110962"	0.00	0.00
"111173"	0.00	0.00
"111174"	0.00	0.00
"111175"	0.00	0.00
"111241"	0.00	0.00
"111368"	0.00	0.00
"112403"	0.00	0.00
"112405"	0.00	0.00
"112406"	0.00	0.00
"112407"	0.00	0.00
"112408"	0.00	0.00
"112415"	0.00	0.00
"112417"	0.00	0.00
"112418"	0.00	0.00
"112419"	0.00	0.00
"112422"	0.00	0.00
"11287"	0.00	0.00
"11298"	0.00	0.00
"113002583"	0.00	0.00
"11302"	0.00	0.00
"11303"	0.00	0.00
"11304"	0.00	0.00
"11305"	0.00	0.00
"11306"	0.00	0.00
"11307"	0.00	0.00
"11308"	0.00	0.00
"11350"	0.00	0.00
"11352"	0.00	0.00
"11354"	0.00	0.00
"11363"	0.00	0.00
"11364"	0.00	0.00
"11370"	0.00	0.00
"113845"	0.00	0.00
"113846"	0.00	0.00
"113847"	0.00	0.00
"113848"	0.00	0.00
"113849"	0.00	0.00
"113850"	0.00	0.00
"113851"	0.00	0.00
"113852"	0.00	0.00
"113853"	0.00	0.00
"113854"	0.00	0.00
"113855"	0.00	0.00
"113856"	0.00	0.00
"113857"	0.00	0.00
"113858"	0.00	0.00
"113859"	0.00	0.00
"113860"	0.00	0.00
"113862"	0.00	0.00
"113863"	0.00	0.00
"113864"	0.00	0.00
"113865"	0.00	0.00
"113868"	0.00	0.00
"113939900"	0.00	0.00
"11409"	0.00	0.00
"114128"	0.00	0.00
"114141"	0.00	0.00
"114142"	0.00	0.00
"114143"	0.00	0.00
"11416"	0.00	0.00
"11418"	0.00	0.00
"11419"	0.00	0.00
"11421"	0.00	0.00
"114228"	0.00	0.00
"114229"	0.00	0.00
"11423"	0.00	0.00
"114230"	0.00	47.00
"114249"	0.00	0.00
"11425"	0.00	0.00
"114255"	0.00	0.00
"11426"	0.00	6.00
"11428"	0.00	0.00
"11429"	0.00	0.00
"11430"	0.00	0.00
"114301"	0.00	0.00
"114304"	0.00	0.00
"11431"	0.00	0.00
"11432"	0.00	0.00
"11433"	0.00	0.00
"114332"	0.00	0.00
"11434"	0.00	0.00
"11435"	0.00	0.00
"11438"	0.00	0.00
"11440"	0.00	0.00
"11441"	0.00	0.00
"11443"	0.00	0.00
"11444"	0.00	0.00
"11447"	0.00	0.00
"114479"	0.00	0.00
"11448"	0.00	0.00
"11449"	0.00	0.00
"11450"	0.00	0.00
"11451"	0.00	0.00
"114565"	0.00	0.00
"114566"	0.00	0.00
"114570"	0.00	0.00
"114584"	0.00	0.00
"114585"	0.00	0.00
"11459"	0.00	0.00
"114601"	0.00	0.00
"114602"	0.00	0.00
"114604"	0.00	0.00
"114606"	0.00	0.00
"11461"	0.00	0.00
"114615"	0.00	0.00
"11464"	0.00	0.00
"114640"	0.00	0.00
"114641"	0.00	9.00
"114642"	0.00	0.00
"114643"	0.00	0.00
"114644"	0.00	0.00
"11465"	0.00	0.00
"114652"	0.00	0.00
"114654"	0.00	0.00
"114661"	0.00	0.00
"114662"	0.00	0.00
"114663"	0.00	0.00
"114664"	0.00	0.00
"114666"	0.00	0.00
"114671"	0.00	0.00
"114674"	0.00	0.00
"114679"	0.00	0.00
"11468"	0.00	0.00
"11470"	0.00	0.00
"11471"	0.00	0.00
"114712"	0.00	0.00
"114713"	0.00	0.00
"114714"	0.00	0.00
"114715"	0.00	0.00
"114716"	0.00	0.00
"11472"	0.00	0.00
"11474"	0.00	0.00
"114741"	0.00	0.00
"11475"	0.00	0.00
"11477"	0.00	0.00
"114774"	0.00	0.00
"11479"	0.00	0.00
"11480"	0.00	0.00
"11481"	0.00	0.00
"11482"	0.00	0.00
"11484"	0.00	0.00
"114841036"	0.00	0.00
"11486"	0.00	0.00
"114863"	0.00	0.00
"114868"	0.00	0.00
"11487"	0.00	0.00
"114871"	0.00	0.00
"114872"	0.00	0.00
"114874"	0.00	0.00
"114875"	0.00	0.00
"11488"	0.00	0.00
"114886"	0.00	0.00
"114889"	0.00	0.00
"11489"	0.00	0.00
"114893"	0.00	0.00
"114896"	0.00	0.00
"11490"	0.00	0.00
"11491"	0.00	0.00
"11492"	0.00	0.00
"11495"	0.00	0.00
"11496"	0.00	0.00
"11497"	0.00	0.00
"11498"	0.00	0.00
"11499"	0.00	0.00
"11500"	0.00	0.00
"11501"	0.00	0.00
"11502"	0.00	0.00
"11504"	0.00	0.00
"11512"	0.00	0.00
"11513"	0.00	0.00
"11514"	0.00	0.00
"11515"	0.00	0.00
"11516"	0.00	0.00
"11517"	0.00	0.00
"11518"	0.00	0.00
"11519"	0.00	0.00
"11520"	0.00	0.00
"11522"	0.00	0.00
"11529"	0.00	0.00
"11532"	0.00	0.00
"11534"	0.00	0.00
"11535"	0.00	0.00
"11536"	0.00	0.00
"11537"	0.00	0.00
"11538"	0.00	0.00
"11539"	0.00	0.00
"11540"	0.00	0.00
"11541"	0.00	0.00
"11542"	0.00	0.00
"11544"	0.00	0.00
"11545"	0.00	0.00
"11546"	0.00	0.00
"11548"	0.00	0.00
"115489290"	0.00	0.00
"115489946"	0.00	0.00
"11549"	0.00	0.00
"115490131"	0.00	0.00
"11550"	0.00	0.00
"11551"	0.00	0.00
"11552"	0.00	0.00
"11553"	0.00	0.00
"11554"	0.00	0.00
"11555"	0.00	0.00
"11556"	0.00	0.00
"11564"	0.00	0.00
"11565"	0.00	0.00
"11566"	0.00	0.00
"11567"	0.00	0.00
"11568"	0.00	0.00
"11569"	0.00	0.00
"11571"	0.00	0.00
"11572"	0.00	0.00
"11576"	0.00	0.00
"11593"	0.00	0.00
"11595"	0.00	0.00
"11596"	0.00	0.00
"11600"	0.00	0.00
"11601"	0.00	0.00
"11602"	0.00	0.00
"11603"	0.00	0.00
"11604"	0.00	0.00
"11605"	0.00	0.00
"11606"	0.00	0.00
"11607"	0.00	0.00
"11608"	0.00	0.00
"11609"	0.00	0.00
"11610"	0.00	0.00
"11611"	0.00	0.00
"11614"	0.00	0.00
"11615"	0.00	0.00
"11622"	0.00	0.00
"11624"	0.00	0.00
"11625"	0.00	0.00
"11628"	0.00	0.00
"11629"	0.00	0.00
"11630"	0.00	0.00
"11632"	0.00	0.00
"11634"	0.00	0.00
"11636"	0.00	0.00
"11637"	0.00	0.00
"11639"	0.00	0.00
"11640"	0.00	0.00
"11642"	0.00	0.00
"11643"	0.00	0.00
"11647"	0.00	0.00
"11648"	0.00	0.00
"11650"	0.00	0.00
"11651"	0.00	0.00
"11652"	0.00	0.00
"11655"	0.00	0.00
"11656"	0.00	0.00
"11657"	0.00	0.00
"11658"	0.00	0.00
"11666"	0.00	0.00
"11668"	0.00	0.00
"11669"	0.00	0.00
"11670"	0.00	0.00
"116701"	0.00	0.00
"11671"	0.00	0.00
"116731"	0.00	0.00
"116732"	0.00	0.00
"116733"	0.00	0.00
"11674"	0.00	28.00
"116746"	0.00	0.00
"116748"	0.00	0.00
"11676"	0.00	0.00
"11677"	0.00	0.00
"116810"	0.00	0.00
"11682"	0.00	0.00
"116838"	0.00	0.00
"11684"	0.00	0.00
"116847"	0.00	0.00
"116848"	0.00	0.00
"116849"	0.00	0.00
"11685"	0.00	0.00
"116852"	0.00	0.00
"11686"	0.00	0.00
"11687"	0.00	0.00
"116870"	0.00	0.00
"116871"	0.00	0.00
"116872"	0.00	0.00
"116873"	0.00	0.00
"11688"	0.00	0.00
"11689"	0.00	0.00
"116891"	0.00	0.00
"11690"	0.00	0.00
"116903"	0.00	0.00
"116904"	0.00	0.00
"116905"	0.00	0.00
"116913"	0.00	0.00
"116914"	0.00	0.00
"11692"	0.00	0.00
"116939"	0.00	0.00
"11694"	0.00	0.00
"116940"	0.00	0.00
"11695"	0.00	0.00
"116972"	0.00	0.00
"11698"	0.00	0.00
"11699"	0.00	0.00
"117004"	0.00	0.00
"117005"	0.00	0.00
"11702"	0.00	0.00
"11704"	0.00	0.00
"11705"	0.00	0.00
"117066"	0.00	0.00
"117109"	0.00	0.00
"117146"	0.00	0.00
"117147"	0.00	0.00
"117148"	0.00	0.00
"117149"	0.00	0.00
"117150"	0.00	0.00
"117158"	0.00	0.00
"117160"	0.00	0.00
"117167"	0.00	0.00
"11717"	0.00	0.00
"117171"	0.00	0.00
"117172"	0.00	0.00
"117197"	0.00	0.00
"117198"	0.00	0.00
"11720"	0.00	0.00
"11722"	0.00	0.00
"117229"	0.00	0.00
"11727"	0.00	0.00
"11731"	0.00	0.00
"11732"	0.00	0.00
"11733"	0.00	0.00
"11735"	0.00	0.00
"11736"	0.00	0.00
"11737"	0.00	108.00
"11739"	0.00	0.00
"11740"	0.00	0.00
"11744"	0.00	0.00
"11745"	0.00	0.00
"11746"	0.00	0.00
"11747"	0.00	0.00
"11749"	0.00	339.00
"11750"	0.00	0.00
"11752"	0.00	0.00
"11754"	0.00	0.00
"11757"	0.00	0.00
"11758"	0.00	0.00
"117586"	0.00	0.00
"117589"	0.00	0.00
"117590"	0.00	0.00
"117591"	0.00	0.00
"117592"	0.00	0.00
"117599"	0.00	0.00
"117600"	0.00	0.00
"117606"	0.00	0.00
"11761"	0.00	0.00
"11764"	0.00	0.00
"11765"	0.00	0.00
"11766"	0.00	0.00
"11767"	0.00	0.00
"11768"	0.00	0.00
"11769"	0.00	0.00
"11770"	0.00	0.00
"11771"	0.00	0.00
"11772"	0.00	0.00
"11773"	0.00	0.00
"11774"	0.00	0.00
"11775"	0.00	0.00
"11776"	3.00	2.00
"11777"	0.00	0.00
"11778"	0.00	0.00
"11781"	0.00	0.00
"11782"	0.00	0.00
"11783"	0.00	0.00
"11784"	0.00	0.00
"11785"	3.00	0.00
"11787"	0.00	0.00
"11789"	0.00	0.00
"11790"	0.00	0.00
"11792"	0.00	0.00
"11793"	0.00	0.00
"11796"	0.00	0.00
"11797"	0.00	0.00
"11798"	0.00	0.00
"11799"	0.00	0.00
"11800"	0.00	0.00
"11801"	0.00	0.00
"11803"	0.00	0.00
"11804"	0.00	0.00
"11806"	0.00	0.00
"11807"	0.00	0.00
"11808"	0.00	0.00
"11810"	0.00	0.00
"11811"	432.00	1.00
"11812"	0.00	0.00
"11813"	0.00	0.00
"11814"	0.00	0.00
"11815"	0.00	0.00
"11816"	2.00	3.00
"11818"	0.00	0.00
"11819"	0.00	0.00
"11820"	0.00	0.00
"11821"	0.00	0.00
"11826"	0.00	0.00
"11827"	0.00	0.00
"11828"	0.00	0.00
"11829"	0.00	0.00
"11830"	0.00	0.00
"11831"	0.00	0.00
"11832"	0.00	0.00
"11833"	0.00	0.00
"11834"	0.00	0.00
"11835"	0.00	0.00
"11836"	0.00	0.00
"11837"	0.00	0.00
"11838"	0.00	0.00
"11839"	0.00	0.00
"11840"	0.00	0.00
"11841"	0.00	0.00
"11842"	0.00	0.00
"11843"	0.00	0.00
"11844"	0.00	0.00
"118445"	0.00	0.00
"118446"	0.00	0.00
"118449"	0.00	0.00
"11845"	0.00	0.00
"118451"	0.00	0.00
"118453"	0.00	0.00
"118454"	0.00	0.00
"11846"	0.00	0.00
"11847"	0.00	0.00
"11848"	0.00	0.00
"11852"	0.00	0.00
"11853"	0.00	0.00
"11854"	0.00	0.00
"11855"	0.00	0.00
"11856"	0.00	0.00
"11857"	0.00	0.00
"11858"	0.00	0.00
"11859"	0.00	0.00
"11861"	0.00	0.00
"11863"	0.00	0.00
"11864"	0.00	0.00
"11865"	0.00	0.00
"11867"	0.00	0.00
"11870"	0.00	0.00
"11872"	0.00	0.00
"11875"	0.00	0.00
"11876"	0.00	0.00
"11877"	0.00	0.00
"11878"	0.00	0.00
"11881"	0.00	0.00
"11883"	0.00	0.00
"11886"	0.00	0.00
"11889"	0.00	0.00
"11890"	0.00	0.00
"11891"	0.00	0.00
"11898"	0.00	0.00
"11899"	0.00	0.00
"11905"	0.00	0.00
"11906"	0.00	0.00
"11907"	0.00	0.00
"11908"	0.00	0.00
"11909"	0.00	0.00
"11910"	0.00	0.00
"11911"	0.00	0.00
"11920"	0.00	0.00
"11921"	0.00	0.00
"11922"	0.00	0.00
"11923"	0.00	0.00
"11924"	0.00	0.00
"11925"	0.00	0.00
"11927"	0.00	0.00
"11928"	31.00	2573.00
"11931"	0.00	0.00
"11932"	0.00	0.00
"11933"	0.00	0.00
"11936"	0.00	0.00
"11937"	0.00	0.00
"11938"	0.00	0.00
"11941"	0.00	0.00
"11944"	0.00	0.00
"11945"	0.00	0.00
"11946"	0.00	0.00
"11947"	0.00	0.00
"11949"	0.00	0.00
"11950"	0.00	5.00
"11951"	0.00	0.00
"11957"	0.00	0.00
"11958"	0.00	0.00
"11964"	0.00	0.00
"11966"	0.00	0.00
"11972"	0.00	0.00
"11973"	0.00	0.00
"11974"	0.00	0.00
"11975"	0.00	0.00
"11977"	0.00	0.00
"11979"	0.00	0.00
"11980"	0.00	0.00
"11981"	0.00	0.00
"11982"	0.00	0.00
"11983"	0.00	0.00
"11984"	0.00	0.00
"11987"	0.00	0.00
"11988"	0.00	0.00
"11989"	0.00	0.00
"11990"	0.00	0.00
"11991"	0.00	0.00
"11992"	0.00	0.00
"11993"	0.00	0.00
"11994"	0.00	0.00
"11997"	0.00	0.00
"11998"	0.00	0.00
"12000"	0.00	0.00
"12005"	0.00	0.00
"12006"	0.00	0.00
"12007"	0.00	0.00
"12009"	0.00	0.00
"12010"	0.00	0.00
"12012"	0.00	0.00
"12013"	0.00	0.00
"12014"	0.00	0.00
"12015"	0.00	0.00
"12017"	0.00	0.00
"12018"	0.00	0.00
"12020"	0.00	0.00
"12021"	0.00	0.00
"12022"	0.00	0.00
"12023"	0.00	0.00
"12028"	0.00	0.00
"12029"	0.00	0.00
"12032"	0.00	0.00
"12033"	0.00	0.00
"12034"	0.00	0.00
"12035"	0.00	0.00
"12036"	0.00	0.00
"12038"	0.00	0.00
"12039"	0.00	0.00
"12040"	0.00	0.00
"12041"	0.00	0.00
"12042"	0.00	0.00
"12043"	0.00	0.00
"12044"	0.00	0.00
"12045"	0.00	0.00
"12046"	0.00	0.00
"12047"	0.00	0.00
"12048"	0.00	0.00
"12049"	0.00	0.00
"12050"	0.00	0.00
"12051"	0.00	0.00
"12053"	0.00	0.00
"12054"	0.00	0.00
"12055"	0.00	0.00
"12057"	0.00	0.00
"12061"	0.00	0.00
"12062"	0.00	0.00
"12064"	0.00	0.00
"12068"	0.00	0.00
"12069"	0.00	0.00
"12070"	0.00	0.00
"12075"	24.00	2518.00
"12091"	0.00	0.00
"12095"	0.00	0.00
"12096"	0.00	0.00
"12097"	0.00	0.00
"121021"	0.00	0.00
"121022"	0.00	0.00
"12111"	0.00	0.00
"12116"	0.00	0.00
"12121"	0.00	0.00
"12122"	0.00	0.00
"12123"	0.00	0.00
"12124"	0.00	0.00
"12125"	0.00	0.00
"12140"	0.00	0.00
"12142"	0.00	0.00
"12143"	0.00	0.00
"12144"	0.00	0.00
"12145"	0.00	0.00
"12151"	0.00	0.00
"12153"	0.00	0.00
"12154"	0.00	0.00
"12155"	0.00	0.00
"12156"	0.00	0.00
"12159"	0.00	0.00
"12160"	0.00	0.00
"12161"	0.00	0.00
"12162"	0.00	0.00
"12163"	0.00	0.00
"12164"	0.00	0.00
"12165"	0.00	0.00
"12166"	0.00	0.00
"12167"	0.00	0.00
"12168"	0.00	570.00
"12169"	0.00	0.00
"12173"	0.00	0.00
"12175"	0.00	0.00
"12176"	0.00	0.00
"12177"	0.00	0.00
"12180"	0.00	0.00
"12181"	0.00	0.00
"12182"	0.00	0.00
"12183"	0.00	0.00
"12189"	0.00	0.00
"12190"	0.00	0.00
"12192"	0.00	0.00
"12193"	0.00	0.00
"12209"	0.00	0.00
"12211"	0.00	0.00
"12212"	0.00	0.00
"12215"	0.00	0.00
"12217"	0.00	0.00
"12223"	0.00	0.00
"12224"	0.00	0.00
"12226"	0.00	0.00
"12227"	0.00	0.00
"12228"	0.00	0.00
"12229"	0.00	0.00
"12231"	0.00	0.00
"12234"	0.00	0.00
"12235"	0.00	0.00
"12236"	0.00	0.00
"12237"	0.00	0.00
"12238"	0.00	0.00
"12257"	0.00	0.00
"12258"	0.00	0.00
"12259"	0.00	0.00
"12260"	0.00	0.00
"12261"	0.00	0.00
"12262"	0.00	0.00
"12263"	0.00	0.00
"12265"	0.00	0.00
"12266"	0.00	0.00
"12267"	0.00	0.00
"12268"	0.00	0.00
"12269"	0.00	0.00
"12273"	0.00	0.00
"12274"	0.00	0.00
"12282"	0.00	0.00
"12283"	0.00	0.00
"12286"	0.00	0.00
"12287"	0.00	0.00
"12288"	0.00	0.00
"12289"	0.00	0.00
"12290"	0.00	0.00
"12291"	0.00	0.00
"12292"	0.00	0.00
"12293"	0.00	0.00
"12295"	0.00	0.00
"12296"	0.00	0.00
"12297"	0.00	0.00
"12298"	0.00	0.00
"12299"	0.00	0.00
"12300"	0.00	0.00
"12301"	0.00	0.00
"12304"	0.00	0.00
"12305"	0.00	0.00
"12306"	0.00	0.00
"12307"	0.00	0.00
"12308"	0.00	0.00
"12309"	0.00	0.00
"12310"	0.00	0.00
"12311"	0.00	0.00
"12313"	0.00	0.00
"12314"	0.00	0.00
"12315"	0.00	0.00
"12316"	0.00	0.00
"12317"	0.00	0.00
"12319"	0.00	0.00
"12321"	0.00	0.00
"12322"	0.00	0.00
"12323"	0.00	0.00
"12325"	0.00	0.00
"12326"	0.00	0.00
"12328"	0.00	0.00
"12330"	0.00	0.00
"12331"	0.00	0.00
"12332"	0.00	0.00
"12333"	0.00	0.00
"12334"	0.00	0.00
"12335"	0.00	0.00
"12336"	0.00	0.00
"12337"	0.00	0.00
"12338"	0.00	0.00
"12339"	0.00	0.00
"12340"	0.00	0.00
"12343"	0.00	0.00
"12344"	0.00	0.00
"12345"	0.00	0.00
"12346"	0.00	0.00
"12348"	0.00	0.00
"12349"	0.00	0.00
"12350"	0.00	0.00
"12351"	0.00	0.00
"12352"	0.00	0.00
"12353"	0.00	0.00
